Taxon,TSN,Collecting,Calflora-Records,Common Name,Dispersal,Lifeform,Status,Family,start-bloom,end-bloom,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,,,,,,,,
Pinus torreyana,,,1 record,Island torrey pine,,Tree,native,PINACEAE,Jan,Feb,X,X,,,,,,,,,,,,,,,,,,
Piperia cooperi,,,5 records,Coopers rein orchid,,Perennial herb,native,ORCHIDACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Piperia elegans,,,1 record,Rein orchid,,Perennial herb,native,ORCHIDACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Piperia elongata,,,1 record,Dense flowered rein orchid,,Perennial herb,native,ORCHIDACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Piperia michaelii,,,1 record,Michael's rein orchid,,Perennial herb,native,ORCHIDACEAE,Apr,Aug,,,,X,X,X,X,X,,,,,,,,,,,,
Piperia unalascensis,,,16 records,Alaska piperia,,Perennial herb,native,ORCHIDACEAE,Jul,Oct,,,,,,,X,X,X,X,,,,,,,,,,
Plagiobothrys acanthocarpus,,,8 records,Adobe allocarya,,Annual herb,native,BORAGINACEAE,Feb,Mar,,X,X,,,,,,,,,,,,,,,,,
Plagiobothrys canescens,,,13 records,Valley popcorn,,Annual herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Plagiobothrys canescens var. canescens,,,1 record,Valley popcornflower,,Annual herb,native,BORAGINACEAE,Feb,Apr,,X,X,X,,,,,,,,,,,,,,,,
Plagiobothrys collinus var. fulvescens,,,2 records,Rusty haired popcorn flower,,Annual herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Plagiobothrys distantiflorus,,,,California popcorn flower,,Annual herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Plagiobothrys nothofulvus,,,24 records,Rusty haired popcorn flower,,Annual herb,native,BORAGINACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Plagiobothrys tenellus,,,4 records,Slender popcorn flower,,Annual herb,native,BORAGINACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Plantago erecta,,,32 records,California plantain,,Annual herb,native,PLANTAGINACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Plantago ovata,,,2 records,Desert plantain,,Annual herb,native,PLANTAGINACEAE,Jan,Apr,X,X,X,X,,,,,,,,,,,,,,,,
Plantago ovata var. fastigiata,,,1 record,Desert plantain,,Annual herb,native,PLANTAGINACEAE,Jan,Apr,X,X,X,X,,,,,,,,,,,,,,,,
Platystemon californicus,,,14 records,Cream cups,,Annual herb,native,PAPAVERACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Plectritis ciliosa,,,6 records,Long spurred plectritis,,Annual herb,native,VALERIANACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Pluchea odorata,,,6 records,Salt marsh fleabane,,"Annual, Perennial herb",native,ASTERACEAE,Mar,Jul,,,X,X,X,X,X,,,,,,,,,,,,,
Pluchea sericea,,,1 record,Arrow weed,,Shrub,native,ASTERACEAE,Jun,Nov,,,,,,X,X,X,X,X,X,,,,,,,,,
Poa howellii,,,1 record,Howell's blue grass,,Annual grass,native,POACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Poa secunda,,,26 records,Pine bluegrass,,Perennial grass,native,POACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Poa secunda ssp. secunda,,,18 records,Sandberg's bluegrass,,Perennial grass,native,POACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Polycarpon depressum,,,5 records,California polycarpon,,Annual herb,native,CARYOPHYLLACEAE,,,,,,,,,,,,,,,,,,,,,,
Polygala cornuta,,,8 records,Sierra milkwort,,Perennial herb,native,POLYGALACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Polygala cornuta var. fishiae,,,27 records,Fish's milkwort,,Shrub,native,POLYGALACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Polypodium californicum,,,127 records,California polypody,,Fern,native,POLYPODIACEAE,,,,,,,,,,,,,,,,,,,,,,
Populus fremontii,,,15 records,Fremont cottonwood,,Tree,native,SALICACEAE,Feb,Apr,,X,X,X,,,,,,,,,,,,,,,,
Populus fremontii ssp. fremontii,,,8 records,Cottonwood,,Tree,native,SALICACEAE,Feb,Mar,,X,X,,,,,,,,,,,,,,,,,
Populus trichocarpa,,,14 records,Black cottonwood,,Tree,native,SALICACEAE,Feb,Mar,,X,X,,,,,,,,,,,,,,,,,
Populus Xparryi,,,1 record,,,Tree,native,SALICACEAE,,,,,,,,,,,,,,,,,,,,,,
Potamogeton nodosus,,,1 record,Pondweed,,Perennial herb (aquatic),native,POTAMOGETONACEAE,Jul,Aug,,,,,,,X,X,,,,,,,,,,,,
Potentilla anserina ssp. pacifica,,,1 record,Silverweed,,Perennial herb,native,ROSACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Primula clevelandii,,,54 records,Padre's shooting star,,Perennial herb,native,PRIMULACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Primula clevelandii var. clevelandii,,,7 records,Cleveland's shooting star,,Perennial herb,native,PRIMULACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Primula clevelandii var. gracilis,,,7 records,Padre's shooting star,,Perennial herb,native,PRIMULACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Primula clevelandii var. patula,,,2 records,Padre's shooting star,,Perennial herb,native,PRIMULACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Prunella vulgaris,,,11 records,Self heal,,Perennial herb,native,LAMIACEAE,Jul,Aug,,,,,,,X,X,,,,,,,,,,,,
Prunus ilicifolia,,,68 records,Holly leaf cherry,,"Tree, Shrub",native,ROSACEAE,Feb,Apr,,X,X,X,,,,,,,,,,,,,,,,
Prunus ilicifolia ssp. ilicifolia,,,20 records,Holly leaf cherry,,"Tree, Shrub",native,ROSACEAE,Feb,Apr,,X,X,X,,,,,,,,,,,,,,,,
Prunus ilicifolia ssp. lyonii,,,3 records,Island cherry,,Tree,native,ROSACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Psilocarphus brevissimus,,,5 records,Woolly marbles,,Annual herb,native,ASTERACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Psilocarphus brevissimus var. brevissimus,,,1 record,Woolly heads,,Annual herb,native,ASTERACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Psilocarphus tenellus,,,10 records,Slender woolly heads,,Annual herb,native,ASTERACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Pteridium aquilinum,,,31 records,Western brackenfern,,Fern,native,DENNSTAEDTIACEAE,,,,,,,,,,,,,,,,,,,,,,
Pteridium aquilinum var. pubescens,,,24 records,Western bracken fern,,Fern,native,DENNSTAEDTIACEAE,Jun,Aug,,,,,,X,X,X,,,,,,,,,,,,
Pterostegia drymarioides,,,34 records,Fairy mist,,Annual herb,native,POLYGONACEAE,Feb,Jul,,X,X,X,X,X,X,,,,,,,,,,,,,
Puccinellia nuttalliana,,,1 record,Nuttall's alkali grass,,Perennial grass,native,POACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Quercus agrifolia var. agrifolia,,,22 records,Coast live oak,,Tree,native,FAGACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Quercus chrysolepis,,,1 record,Gold cup live oak,,Tree,native,FAGACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Quercus dumosa,,,35 records,Scrub oak,,Shrub,native,FAGACEAE,Feb,Mar,,X,X,,,,,,,,,,,,,,,,,
Quercus durata var. gabrielensis,,,1 record,San gabriel mtns. leather oak,,Shrub,native,FAGACEAE,Feb,Mar,,X,X,,,,,,,,,,,,,,,,,
Quercus wislizeni,,,7 records,Interior live oak,,"Tree, Shrub",native,FAGACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Quercus wislizeni var. frutescens,,,7 records,Live oak,,"Tree, Shrub",native,FAGACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Rafinesquia californica,,,49 records,California chicory,,Annual herb,native,ASTERACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Ranunculus californicus,,,20 records,Common buttercup,,Perennial herb,native,RANUNCULACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Ranunculus californicus var. californicus,,,1 record,Common buttercup,,Perennial herb,native,RANUNCULACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Ranunculus hebecarpus,,,21 records,Pubescent fruited buttercup,,Annual herb,native,RANUNCULACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Rhamnus crocea,,,38 records,Redberry,,Shrub,native,RHAMNACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Rhamnus ilicifolia,,,155 records,Evergreen buckthorn,,Shrub,native,RHAMNACEAE,Feb,Mar,,X,X,,,,,,,,,,,,,,,,,
Rhus aromatica,,,33 records,Fragrant sumac,,Shrub,native,ANACARDIACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Rhus integrifolia,,,91 records,Lemonade berry,,Shrub,native,ANACARDIACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Rhus ovata,,,163 records,Sugar bush,,Shrub,native,ANACARDIACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Ribes amarum,,,3 records,Bitter gooseberry,,Shrub,native,GROSSULARIACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Ribes aureum var. gracillimum,,,15 records,Golden currant,,Shrub,native,GROSSULARIACEAE,Dec,Mar,X,X,X,,,,,,,,,X,,,,,,,,
Ribes californicum,,,16 records,California gooseberry,,Shrub,native,GROSSULARIACEAE,Jan,May,X,X,X,X,X,,,,,,,,,,,,,,,
Ribes californicum var. hesperium,,,32 records,California gooseberry,,Shrub,native,GROSSULARIACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Ribes indecorum,,,33 records,White flowering currant,,Shrub,native,GROSSULARIACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Ribes malvaceum,,X,115 records,Chaparral currant,,Shrub,native,GROSSULARIACEAE,Jan,Mar,X,X,X,,,,,,,,,,,,,,,,,
Ribes malvaceum var. malvaceum,,,7 records,Chaparral currant,,Shrub,native,GROSSULARIACEAE,Feb,Apr,,X,X,X,,,,,,,,,,,,,,,,
Ribes malvaceum var. viridifolium,,,31 records,Chaparral currant,,Shrub,native,GROSSULARIACEAE,Jan,Mar,X,X,X,,,,,,,,,,,,,,,,,
Ribes nevadense,,,3 records,Mountain pink currant,,Shrub,native,GROSSULARIACEAE,Dec,Mar,X,X,X,,,,,,,,,X,,,,,,,,
Ribes sanguineum var. glutinosum,,,1 record,Flowering currant,,Shrub,native,GROSSULARIACEAE,Dec,Mar,X,X,X,,,,,,,,,X,,,,,,,,
Romneya coulteri,,,17 records,Coulter's matilija poppy,,Perennial herb (rhizomatous),native,PAPAVERACEAE,Mar,Jul,,,X,X,X,X,X,,,,,,,,,,,,,
Romneya trichocalyx,,,5 records,Hairy matilija poppy,,Perennial herb,native,PAPAVERACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Rorippa curvisiliqua,,,8 records,Curvepod yellow cress,,"Annual, Perennial herb",native,BRASSICACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Rumex fueginus,,,4 records,Golden dock,,"Annual, Perennial herb",native,POLYGONACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Rumex hymenosepalus,,,1 record,Wild rhubarb,,Perennial herb,native,POLYGONACEAE,Jan,May,X,X,X,X,X,,,,,,,,,,,,,,,
Rumex salicifolius,,,27 records,Willow leaved dock,,Perennial herb,native,POLYGONACEAE,Jun,Sep,,,,,,X,X,X,X,,,,,,,,,,,
Rupertia physodes,,,11 records,Common rupertia,,Perennial herb,native,FABACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Ruppia cirrhosa,,,3 records,Ditch grass,,Perennial herb (aquatic),native,RUPPIACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Sagina procumbens,,,,Arctic pearlwort,,Perennial herb,native,CARYOPHYLLACEAE,,,,,,,,,,,,,,,,,,,,,,
Salicornia bigelovii,,,,Bigelow's pickleweed,,Annual herb,native,CHENOPODIACEAE,Jul,Nov,,,,,,,X,X,X,X,X,,,,,,,,,
Salicornia depressa,,,9 records,Virginia glasswort,,Annual herb,native,CHENOPODIACEAE,Jul,Nov,,,,,,,X,X,X,X,X,,,,,,,,,
Salicornia pacifica,,,3 records,Pickleweed,,Perennial herb,native,CHENOPODIACEAE,Jul,Sep,,,,,,,X,X,X,,,,,,,,,,,
Salix exigua,,,13 records,Narrowleaf willow,,"Tree, Shrub",native,SALICACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Salix exigua var. hindsiana,,,16 records,Sandbar willow,,"Tree, Shrub",native,SALICACEAE,Feb,Mar,,X,X,,,,,,,,,,,,,,,,,
Salix gooddingii,,,3 records,Gooding's willow,,Tree,native,SALICACEAE,Feb,Mar,,X,X,,,,,,,,,,,,,,,,,
Salix laevigata,,,70 records,Polished willow,,Tree,native,SALICACEAE,Jun,Jul,,,,,,X,X,,,,,,,,,,,,,
Salix lasiandra var. lasiandra,,,3 records,Pacific willow,,Tree,native,SALICACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Salix sessilifolia,,,1 record,Northern sandbar willow,,Shrub,native,SALICACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Saltugilia splendens,,,1 record,Splendid gilia,,Annual herb,native,POLEMONIACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Salvia apiana,,,59 records,White sage,,Shrub,native,LAMIACEAE,Mar,Jul,,,X,X,X,X,X,,,,,,,,,,,,,
Salvia clevelandii,,,1 record,Cleveland sage,,Shrub,native,LAMIACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Salvia columbariae,,,52 records,Chia sage,,Annual herb,native,LAMIACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Salvia dorrii,,,1 record,Dorr's sage,,Shrub,native,LAMIACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Sambucus nigra ssp. caerulea,,,80 records,Blue elderberry,,Shrub,native,ADOXACEAE,Mar,Jul,,,X,X,X,X,X,,,,,,,,,,,,,
Samolus parviflorus,,,3 records,Water pimpernel,,Perennial herb,native,THEOPHRASTACEAE,,,,,,,,,,,,,,,,,,,,,,
Sanicula arguta,,,40 records,Sharp toothed snakeroot,,Perennial herb,native,APIACEAE,Feb,Apr,,X,X,X,,,,,,,,,,,,,,,,
Sanicula bipinnata,,,6 records,Poison sanicle,,Perennial herb,native,APIACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Sanicula crassicaulis,,,58 records,Pacific sanicle,,Perennial herb,native,APIACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Sanicula tuberosa,,,20 records,Turkey pea,,Perennial herb,native,APIACEAE,Feb,Jul,,X,X,X,X,X,X,,,,,,,,,,,,,
Schoenoplectus acutus,,,5 records,Hardstem bulrush,,Perennial grasslike herb,native,CYPERACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Schoenoplectus acutus var. occidentalis,,,5 records,Tule,,Perennial grasslike herb,native,CYPERACEAE,,,,,,,,,,,,,,,,,,,,,,
Schoenoplectus americanus,,,8 records,Chairmaker's bulrush,,Perennial grasslike herb,native,CYPERACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Schoenoplectus californicus,,,19 records,California bulrush,,Perennial grasslike herb,native,CYPERACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Scirpus microcarpus,,,19 records,Mountain bog bulrush,,Perennial grasslike herb,native,CYPERACEAE,May,Jun,,,,,X,X,,,,,,,,,,,,,,
Scrophularia atrata,,,1 record,Black flowered figwort,,Perennial herb,native,SCROPHULARIACEAE,Mar,Jul,,,X,X,X,X,X,,,,,,,,,,,,,
Scrophularia californica,,,74 records,California bee plant,,Perennial herb,native,SCROPHULARIACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Scutellaria siphocampyloides,,,1 record,Gray leaved skullcap,,Perennial herb,native,LAMIACEAE,Mar,Jul,,,X,X,X,X,X,,,,,,,,,,,,,
Scutellaria tuberosa,,,49 records,Danny's scullcap,,Perennial herb,native,LAMIACEAE,May,Sep,,,,,X,X,X,X,X,,,,,,,,,,,
Sedum spathulifolium,,,2 records,Pacific stonecrop,,Perennial herb,native,CRASSULACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Selaginella bigelovii,,,100 records,Bigelow's moss fern,,Fern (mosslike),native,SELAGINELLACEAE,,,,,,,,,,,,,,,,,,,,,,
Senecio aphanactis,,,5 records,California groundsel,,Annual herb,native,ASTERACEAE,Jan,Apr,X,X,X,X,,,,,,,,,,,,,,,,
Senecio flaccidus,,,24 records,Shrubby ragwort,,Shrub,native,ASTERACEAE,Jun,Oct,,,,,,X,X,X,X,X,,,,,,,,,,
Senecio flaccidus var. douglasii,,,30 records,Bush groundsel,,Shrub,native,ASTERACEAE,Jun,Oct,,,,,,X,X,X,X,X,,,,,,,,,,
Setaria parviflora,,,3 records,Marsh bristlegrass,,Perennial grass,native,POACEAE,May,Sep,,,,,X,X,X,X,X,,,,,,,,,,,
Sidalcea malviflora,,,9 records,Wild hollyhock,,Perennial herb,native,MALVACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Sidalcea malviflora ssp. malviflora,,,2 records,Checker mallow,,Perennial herb (rhizomatous),native,MALVACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Sidalcea sparsifolia,,,16 records,Southern checkerbloom,,Perennial herb (rhizomatous),native,MALVACEAE,May,Aug,,,,,X,X,X,X,,,,,,,,,,,,
Silene antirrhina,,,10 records,Sleepy catch fly,,Annual herb,native,CARYOPHYLLACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Silene laciniata,,,59 records,Cardinal catchfly,,Perennial herb,native,CARYOPHYLLACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Silene laciniata ssp. californica,,,2 records,California indian pink,,Perennial herb,native,CARYOPHYLLACEAE,Apr,Aug,,,,X,X,X,X,X,,,,,,,,,,,,
Silene laciniata ssp. laciniata,,,46 records,Cardinal catchfly,,Perennial herb,native,CARYOPHYLLACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Silene verecunda,,,3 records,Dolores campion,,Annual herb,native,CARYOPHYLLACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Sisyrinchium bellum,,,89 records,Blue eyed grass,,Perennial herb,native,IRIDACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Solanum americanum,,,8 records,White nightshade,,"Annual, Perennial herb",native,SOLANACEAE,Jan,Jun,X,X,X,X,X,X,,,,,,,,,,,,,,
Solanum clokeyi,,,1 record,Island nightshade,,Perennial herb,native,SOLANACEAE,Jan,Dec,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
Solanum umbelliferum,,,36 records,Blue witch,,Shrub,native,SOLANACEAE,Feb,Jul,,X,X,X,X,X,X,,,,,,,,,,,,,
Solidago spectabilis,,,3 records,Showy goldenrod,,Perennial herb,native,ASTERACEAE,Jul,Sep,,,,,,,X,X,X,,,,,,,,,,,
Solidago velutina,,,1 record,Threenerve goldenrod,,Perennial herb,native,ASTERACEAE,Jul,Oct,,,,,,,X,X,X,X,,,,,,,,,,
Solidago velutina ssp. californica,,,29 records,Oreja de liebre,,Perennial herb,native,ASTERACEAE,Aug,Oct,,,,,,,,X,X,X,,,,,,,,,,
Spergularia macrotheca,,,7 records,Sticky sand spurry,,Perennial herb,native,CARYOPHYLLACEAE,Apr,Sep,,,,X,X,X,X,X,X,,,,,,,,,,,
Spergularia macrotheca var. leucantha,,,1 record,White sticky sand spurry,,Perennial herb,native,CARYOPHYLLACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Spergularia macrotheca var. macrotheca,,,3 records,Sticky sand spurry,,Perennial herb,native,CARYOPHYLLACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Spergularia marina,,,19 records,Salt sand spurry,,Annual herb,native,CARYOPHYLLACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Spermolepis lateriflora,,,1 record,western bristly scaleseed,,Annual herb,native,APIACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Sphaeralcea ambigua,,,,Desert mallow,,Perennial herb,native,MALVACEAE,Feb,Mar,,X,X,,,,,,,,,,,,,,,,,
Stachys ajugoides,,,3 records,Hedge nettle,,Perennial herb,native,LAMIACEAE,Jun,Aug,,,,,,X,X,X,,,,,,,,,,,,
Stachys ajugoides var. rigida,,,5 records,Hedge nettle,,Perennial herb,native,LAMIACEAE,Apr,Sep,,,,X,X,X,X,X,X,,,,,,,,,,,
Stachys albens,,,58 records,Cobwebby hedge nettle,,Perennial herb,native,LAMIACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Stachys bullata,,,96 records,Southern hedge nettle,,Perennial herb,native,LAMIACEAE,Apr,Sep,,,,X,X,X,X,X,X,,,,,,,,,,,
Stachys rigida,,,8 records,Rough hedgenettle,,Perennial herb,native,LAMIACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Stachys rigida var. rigida,,,1 record,Rough hedgenettle,,Perennial herb,native,LAMIACEAE,Jul,Aug,,,,,,,X,X,,,,,,,,,,,,
Stanleya pinnata,,,12 records,Prince's plume,,"Perennial herb, Shrub",native,BRASSICACEAE,Apr,Sep,,,,X,X,X,X,X,X,,,,,,,,,,,
Stanleya pinnata var. pinnata,,,3 records,Prince's plume,,"Perennial herb, Shrub",native,BRASSICACEAE,Apr,Sep,,,,X,X,X,X,X,X,,,,,,,,,,,
Stebbinsoseris heterocarpa,,,15 records,Grassland stebbinsoseris,,Annual herb,native,ASTERACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Stellaria nitens,,,7 records,Shining chickweed,,Annual herb,native,CARYOPHYLLACEAE,Dec,Feb,X,X,,,,,,,,,,X,,,,,,,,
Stephanomeria cichoriacea,,,20 records,Fort tejon milk aster,,Perennial herb,native,ASTERACEAE,May,Nov,,,,,X,X,X,X,X,X,X,,,,,,,,,
Stephanomeria diegensis,,,18 records,San diego wreathplant,,"Annual, Perennial herb",native,ASTERACEAE,Aug,Nov,,,,,,,,X,X,X,X,,,,,,,,,
Stephanomeria elata,,,1 record,Santa barbara stephanomeria,,Annual herb,native,ASTERACEAE,Jul,Nov,,,,,,,X,X,X,X,X,,,,,,,,,
Stephanomeria exigua,,,6 records,Small wirelettuce,,Annual herb,native,ASTERACEAE,Jun,Oct,,,,,,X,X,X,X,X,,,,,,,,,,
Stephanomeria exigua ssp. coronaria,,,1 record,White plume wirelettuce,,Annual herb,native,ASTERACEAE,Jun,Nov,,,,,,X,X,X,X,X,X,,,,,,,,,
Stephanomeria pauciflora,,,,Wire lettuce,,Perennial herb,native,ASTERACEAE,Aug,Oct,,,,,,,,X,X,X,,,,,,,,,,
Stephanomeria virgata,,,66 records,Twiggy wreath plant,,Annual herb,native,ASTERACEAE,Jul,Oct,,,,,,,X,X,X,X,,,,,,,,,,
Stephanomeria virgata ssp. pleurocarpa,,,2 records,Tall stephanomeria,,Annual herb,native,ASTERACEAE,Jul,Oct,,,,,,,X,X,X,X,,,,,,,,,,
Stephanomeria virgata ssp. virgata,,,4 records,Tall milk aster,,Annual herb,native,ASTERACEAE,Mar,Nov,,,X,X,X,X,X,X,X,X,X,,,,,,,,,
Stillingia linearifolia,,,5 records,Narrow leaved stillingia,,Perennial herb,native,EUPHORBIACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Stipa cernua,,,11 records,Nodding needle grass,,Perennial grass,native,POACEAE,Apr,Jun,,,,X,X,X,,,,,,,,,,,,,,
Stipa coronata,,,19 records,Crested needle grass,,Perennial grass,native,POACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Stipa parishii,,,11 records,Parish's needlegrass,,Perennial grass,native,POACEAE,Feb,Jul,,X,X,X,X,X,X,,,,,,,,,,,,,
Stipa speciosa,,,4 records,Desert needle grass,,Perennial grass,native,POACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Stuckenia pectinata,,,12 records,Sago pondweed,,Perennial herb (aquatic),native,POTAMOGETONACEAE,May,Jul,,,,,X,X,X,,,,,,,,,,,,,
Stylocline gnaphaloides,,,19 records,Everlasting stylocline,,Annual herb,native,ASTERACEAE,Mar,May,,,X,X,X,,,,,,,,,,,,,,,
Suaeda californica,,,4 records,California seablite,,Shrub,native,CHENOPODIACEAE,Jul,Oct,,,,,,,X,X,X,X,,,,,,,,,,
Suaeda esteroa,,,,Estuary seablite,,Perennial herb,native,CHENOPODIACEAE,May,Oct,,,,,X,X,X,X,X,X,,,,,,,,,,
Suaeda taxifolia,,,9 records,Seablite,,Shrub,native,CHENOPODIACEAE,Jan,Dec,X,X,X,X,X,X,X,X,X,X,X,X,,,,,,,,
Symphoricarpos albus,,,1 record,Common snowberry,,Shrub,native,CAPRIFOLIACEAE,Jun,Jul,,,,,,X,X,,,,,,,,,,,,,
Symphoricarpos mollis,,,81 records,Snowberry,,Shrub,native,CAPRIFOLIACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Symphyotrichum lanceolatum,,,2 records,White panicle aster,,Perennial herb,native,ASTERACEAE,Jul,Oct,,,,,,,X,X,X,X,,,,,,,,,,
Symphyotrichum lanceolatum var. hesperium,,,1 record,Western lance leaf aster,,Perennial herb,native,ASTERACEAE,Jul,Aug,,,,,,,X,X,,,,,,,,,,,,
Symphyotrichum subulatum,,,7 records,Eastern annual saltmarsh aster,,Annual herb,native,ASTERACEAE,Jul,Oct,,,,,,,X,X,X,X,,,,,,,,,,
Symphyotrichum subulatum var. parviflorum,,,1 record,Eastern annual saltmarsh aster,,Perennial herb,native,ASTERACEAE,Jul,Aug,,,,,,,X,X,,,,,,,,,,,,
Tauschia arguta,,,52 records,Southern tauschia,,Perennial herb,native,APIACEAE,Mar,Jun,,,X,X,X,X,,,,,,,,,,,,,,
Tauschia hartwegii,,,32 records,Hartweg's umbrellawort,,Perennial herb,native,APIACEAE,Feb,May,,X,X,X,X,,,,,,,,,,,,,,,
Tetradymia comosa,,,5 records,Cotton thorn,,Shrub,native,ASTERACEAE,Jun,Nov,,,,,,X,X,X,X,X,X,,,,,,,,,
Tetrapteron graciliflorum,,,,Hill sun cup,,Annual herb,native,ONAGRACEAE,Mar,Apr,,,X,X,,,,,,,,,,,,,,,,
Tetrapteron palmeri,,,1 record,Palmer's sun cup,,Annual herb,native,ONAGRACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
Thalictrum fendleri,,,19 records,Fendler's meadow rue,,Perennial herb,native,RANUNCULACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Thalictrum fendleri var. fendleri,,,1 record,Fendler's meadow rue,,Perennial herb,native,RANUNCULACEAE,Apr,Jul,,,,X,X,X,X,,,,,,,,,,,,,
Thalictrum fendleri var. polycarpum,,,23 records,Torrey's meadow rue,,Perennial herb,native,RANUNCULACEAE,Apr,May,,,,X,X,,,,,,,,,,,,,,,
